model,brier_score,uncertainty,resolution,reliability,brier_decomposition_check,overall_default_rate,n_bins
logistic_regression,0.2079996918678749,0.17228295061728394,0.027963074074074078,0.06472699666798935,0.20904687321119922,0.2212222222222222,10
hist_gradient_boosting,0.13590642196631592,0.17228295061728394,0.03559220987654321,0.00019566729873432185,0.13688640803947505,0.2212222222222222,10
