date,total_dex_volume
2017-06-30,5703.2
2017-07-01,8457.0
2017-07-02,1147.0
2017-07-03,5545.0
2017-07-04,3974.0
2017-07-05,8778.0
2017-07-06,1655.0
2017-07-07,1458.0
2017-07-08,5880.0
2017-07-09,2241.0
2017-07-10,2889.0
2017-07-11,9269.0
2017-07-12,17443.0
2017-07-13,2351.0
2017-07-14,6299.0
2017-07-15,7575.0
2017-07-16,4453.0
2017-07-17,9280.0
2017-07-18,9494.0
2017-07-19,5989.0
2017-07-20,17333.0
2017-07-21,35277.0
2017-07-22,22719.0
2017-07-23,9339.0
2017-07-24,18245.0
2017-07-25,11365.0
2017-07-26,5210.0
2017-07-27,7681.0
2017-07-28,8738.0
2017-07-29,7452.0
2017-07-30,40065.0
2017-07-31,5804.0
2017-08-01,3807.0
2017-08-02,2547.0
2017-08-03,7069.0
2017-08-04,13008.0
2017-08-05,16836.0
2017-08-06,9917.0
2017-08-07,7024.0
2017-08-08,11340.0
2017-08-09,12527.0
2017-08-10,15892.0
2017-08-11,15390.0
2017-08-12,17712.0
2017-08-13,19048.0
2017-08-14,17854.0
2017-08-15,30258.0
2017-08-16,21720.0
2017-08-17,38137.0
2017-08-18,18918.0
2017-08-19,18972.0
2017-08-20,20058.0
2017-08-21,50682.0
2017-08-22,36697.0
2017-08-23,19695.0
2017-08-24,18986.0
2017-08-25,11021.0
2017-08-26,5799.0
2017-08-27,9946.0
2017-08-28,31380.0
2017-08-29,14936.0
2017-08-30,46048.0
2017-08-31,21565.0
2017-09-01,31178.0
2017-09-02,28478.0
2017-09-03,14121.0
2017-09-04,18014.0
2017-09-05,13551.0
2017-09-06,11490.0
2017-09-07,10604.0
2017-09-08,12318.0
2017-09-09,5523.0
2017-09-10,22410.0
2017-09-11,8184.0
2017-09-12,7305.0
2017-09-13,11168.0
2017-09-14,7667.0
2017-09-15,11782.55
2017-09-16,19205.0
2017-09-17,8521.0
2017-09-18,18050.39
2017-09-19,17732.0
2017-09-20,3837.48
2017-09-21,8229.0
2017-09-22,7301.36
2017-09-23,5451.46
2017-09-24,13105.0
2017-09-25,21640.0
2017-09-26,46272.0
2017-09-27,46068.0
2017-09-28,15852.0
2017-09-29,24284.0
2017-09-30,20377.0
2017-10-01,13817.0
2017-10-02,16983.0
2017-10-03,5644.0
2017-10-04,12308.0
2017-10-05,8937.0
2017-10-06,20075.0
2017-10-07,22119.0
2017-10-08,6729.0
2017-10-09,5965.0
2017-10-10,13493.0
2017-10-11,22197.0
2017-10-12,16695.0
2017-10-13,24608.0
2017-10-14,25040.0
2017-10-15,23681.0
2017-10-16,10721.0
2017-10-17,10324.0
2017-10-18,20316.59
2017-10-19,4980.0
2017-10-20,8944.0
2017-10-21,23193.0
2017-10-22,18646.51
2017-10-23,10889.0
2017-10-24,6687.0
2017-10-25,16204.0
2017-10-26,8912.0
2017-10-27,15877.0
2017-10-28,201.0
2017-10-29,14336.0
2017-10-30,12459.0
2017-10-31,36791.28
2017-11-01,15700.0
2017-11-02,47101.35
2017-11-03,11778.0
2017-11-04,11250.0
2017-11-05,8828.0
2017-11-06,24266.0
2017-11-07,17499.0
2017-11-08,22488.0
2017-11-09,18575.0
2017-11-10,33286.0
2017-11-11,8551.0
2017-11-12,10384.0
2017-11-13,34725.0
2017-11-14,12602.0
2017-11-15,34787.0
2017-11-16,18649.0
2017-11-17,11122.0
2017-11-18,6565.46
2017-11-19,22133.0
2017-11-20,17193.0
2017-11-21,17095.0
2017-11-22,25449.0
2017-11-23,14133.0
2017-11-24,16595.0
2017-11-25,22800.0
2017-11-26,37218.0
2017-11-27,36123.0
2017-11-28,32459.0
2017-11-29,39277.0
2017-11-30,24534.0
2017-12-01,23255.0
2017-12-02,37637.0
2017-12-03,32777.0
2017-12-04,27104.0
2017-12-05,50406.0
2017-12-06,96038.0
2017-12-07,283134.0
2017-12-08,74390.0
2017-12-09,61395.0
2017-12-10,53030.0
2017-12-11,21706.0
2017-12-12,66957.0
2017-12-13,263678.0
2017-12-14,346269.0
2017-12-15,106801.0
2017-12-16,532155.0
2017-12-17,564923.0
2017-12-18,358022.0
2017-12-19,45463.0
2017-12-20,58161.0
2017-12-21,47025.0
2017-12-22,115201.0
2017-12-23,30052.0
2017-12-24,7182.0
2017-12-25,7795.0
2017-12-26,29194.0
2017-12-27,43586.0
2017-12-28,29755.54
2017-12-29,27178.4
2017-12-30,11753.0
2017-12-31,11501.0
2018-01-01,19637.0
2018-01-02,26345.0
2018-01-03,66873.0
2018-01-04,50582.0
2018-01-05,64201.0
2018-01-06,39916.0
2018-01-07,98199.0
2018-01-08,100407.0
2018-01-09,65964.0
2018-01-10,60666.0
2018-01-11,52961.0
2018-01-12,39633.0
2018-01-13,45477.0
2018-01-14,32116.0
2018-01-15,66650.1
2018-01-16,37215.0
2018-01-17,51740.0
2018-01-18,46748.0
2018-01-19,22925.0
2018-01-20,23479.0
2018-01-21,75244.0
2018-01-22,28994.0
2018-01-23,37539.0
2018-01-24,25160.0
2018-01-25,21224.0
2018-01-26,30205.0
2018-01-27,31817.0
2018-01-28,29038.0
2018-01-29,28208.0
2018-01-30,36175.0
2018-01-31,19990.0
2018-02-01,44739.0
2018-02-02,69425.0
2018-02-03,24611.0
2018-02-04,25913.0
2018-02-05,67967.0
2018-02-06,48961.0
2018-02-07,28605.0
2018-02-08,12154.0
2018-02-09,22771.0
2018-02-10,23290.0
2018-02-11,14849.0
2018-02-12,19495.0
2018-02-13,8675.0
2018-02-14,13805.0
2018-02-15,11569.0
2018-02-16,30360.0
2018-02-17,13810.0
2018-02-18,8240.0
2018-02-19,21473.87
2018-02-20,14993.0
2018-02-21,13005.84
2018-02-22,35915.0
2018-02-23,21658.0
2018-02-24,20144.0
2018-02-25,18743.0
2018-02-26,28216.0
2018-02-27,33769.0
2018-02-28,24115.0
2018-03-01,1316.0
2018-03-02,368.0
2018-03-03,576.0
2018-03-04,71578.0
2018-03-05,1944.0
2018-03-06,315.0
2018-03-07,952.0
2018-03-08,175.0
2018-03-09,25074.0
2018-03-10,10559.0
2018-03-11,14385.0
2018-03-12,13410.79
2018-03-13,14744.0
2018-03-14,13497.0
2018-03-15,26372.0
2018-03-16,16433.0
2018-03-17,37202.0
2018-03-18,42539.01
2018-03-19,17307.0
2018-03-20,14698.0
2018-03-21,31454.0
2018-03-22,19255.0
2018-03-23,6513.0
2018-03-24,8878.0
2018-03-25,23985.0
2018-03-26,18626.0
2018-03-27,39676.0
2018-03-28,14214.0
2018-03-29,17395.0
2018-03-30,40677.0
2018-03-31,19447.0
2018-04-01,30464.0
2018-04-02,24498.0
2018-04-03,12652.0
2018-04-04,21347.0
2018-04-05,20510.0
2018-04-06,46275.0
2018-04-07,17904.0
2018-04-08,47029.0
2018-04-09,33147.0
2018-04-10,9735.0
2018-04-11,5229.0
2018-04-12,15552.0
2018-04-13,14174.0
2018-04-14,4503.21
2018-04-15,8499.0
2018-04-16,15965.0
2018-04-17,12891.0
2018-04-18,9774.12
2018-04-19,14813.0
2018-04-20,20541.0
2018-04-21,27241.0
2018-04-22,25786.0
2018-04-23,19627.0
2018-04-24,34519.0
2018-04-25,29929.0
2018-04-26,13030.0
2018-04-27,14186.0
2018-04-28,16602.0
2018-04-29,41529.0
2018-04-30,24613.0
2018-05-01,13491.0
2018-05-02,25041.0
2018-05-03,23156.0
2018-05-04,34640.0
2018-05-05,24799.0
2018-05-06,15452.0
2018-05-07,275.0
2018-05-08,18063.0
2018-05-09,31113.0
2018-05-10,41106.0
2018-05-11,27308.18
2018-05-12,13232.0
2018-05-13,8782.0
2018-05-14,13227.0
2018-05-15,19254.0
2018-05-16,9188.0
2018-05-17,12557.0
2018-05-18,19749.0
2018-05-19,10577.0
2018-05-20,9681.0
2018-05-21,20599.0
2018-05-22,32224.0
2018-05-23,25421.0
2018-05-24,39541.0
2018-05-25,10696.0
2018-05-26,11651.0
2018-05-27,12026.0
2018-05-28,16100.0
2018-05-29,7626.0
2018-05-30,18967.0
2018-05-31,20423.0
2018-06-01,17826.0
2018-06-02,16943.87
2018-06-03,12633.31
2018-06-04,37798.55
2018-06-05,41329.9
2018-06-06,25895.0
2018-06-07,15607.0
2018-06-08,19926.0
2018-06-09,12256.0
2018-06-10,21924.0
2018-06-11,25871.0
2018-06-12,12349.0
2018-06-13,28109.0
2018-06-14,20218.0
2018-06-15,15996.0
2018-06-16,8402.0
2018-06-17,13615.0
2018-06-18,21041.94
2018-06-19,26307.0
2018-06-20,20424.0
2018-06-21,28975.0
2018-06-22,51010.0
2018-06-23,24028.52
2018-06-24,33264.33
2018-06-25,33557.17
2018-06-26,13918.0
2018-06-27,36472.0
2018-06-28,23149.29
2018-06-29,12047.91
2018-06-30,14563.0
2018-07-01,11506.0
2018-07-02,13808.0
2018-07-03,19323.0
2018-07-04,7934.0
2018-07-05,11558.59
2018-07-06,15113.0
2018-07-07,10226.87
2018-07-08,8874.0
2018-07-09,12953.0
2018-07-10,18544.0
2018-07-11,13723.0
2018-07-12,13770.0
2018-07-13,7985.0
2018-07-14,5631.0
2018-07-15,3982.0
2018-07-16,6217.0
2018-07-17,14249.0
2018-07-18,13583.0
2018-07-19,18901.0
2018-07-20,13800.0
2018-07-21,26672.0
2018-07-22,17658.0
2018-07-23,20602.0
2018-07-24,30085.0
2018-07-25,9975.0
2018-07-26,13069.0
2018-07-27,29028.0
2018-07-28,22174.0
2018-07-29,26618.0
2018-07-30,79751.0
2018-07-31,14869.0
2018-08-01,30966.0
2018-08-02,96881.95
2018-08-03,81855.0
2018-08-04,106761.45
2018-08-05,97229.0
2018-08-06,202954.88
2018-08-07,183373.0
2018-08-08,248456.0
2018-08-09,110743.33
2018-08-10,81181.0
2018-08-11,128426.0
2018-08-12,113177.0
2018-08-13,142412.2
2018-08-14,150451.0
2018-08-15,73681.0
2018-08-16,11228.0
2018-08-17,5168.0
2018-08-18,13768.0
2018-08-19,4978.0
2018-08-20,14238.0
2018-08-21,21294.0
2018-08-22,45200.0
2018-08-23,112847.0
2018-08-24,117783.0
2018-08-25,49880.0
2018-08-26,88193.0
2018-08-27,47981.0
2018-08-28,28196.43
2018-08-29,94239.0
2018-08-30,9614.0
2018-08-31,16763.0
2018-09-01,15809.0
2018-09-02,23870.07
2018-09-03,16795.0
2018-09-04,8979.0
2018-09-05,13406.0
2018-09-06,23168.0
2018-09-07,7797.82
2018-09-08,12436.0
2018-09-09,25195.43
2018-09-10,216363.0
2018-09-11,327706.0
2018-09-12,128688.52
2018-09-13,17072.0
2018-09-14,13702.0
2018-09-15,19474.06
2018-09-16,20544.68
2018-09-17,18788.99
2018-09-18,12393.0
2018-09-19,23233.23
2018-09-20,335795.72
2018-09-21,163750.72
2018-09-22,8797.18
2018-09-23,16714.0
2018-09-24,29772.08
2018-09-25,14831.18
2018-09-26,23457.0
2018-09-27,50405.76
2018-09-28,164687.0
2018-09-29,169830.0
2018-09-30,185853.0
2018-10-01,229325.0
2018-10-02,195223.0
2018-10-03,175840.41
2018-10-04,177852.26
2018-10-05,172145.39
2018-10-06,206338.0
2018-10-07,90951.04
2018-10-08,64591.88
2018-10-09,41738.0
2018-10-10,61012.0
2018-10-11,46050.0
2018-10-12,4530.0
2018-10-13,3941.81
2018-10-14,181021.0
2018-10-15,345594.18
2018-10-16,246413.85
2018-10-17,271734.63
2018-10-18,225580.0
2018-10-19,162683.0
2018-10-20,122752.12
2018-10-21,419694.0
2018-10-22,489123.05
2018-10-23,235531.0
2018-10-24,54600.0
2018-10-25,340935.0
2018-10-26,238154.0
2018-10-27,444004.0
2018-10-28,716427.0
2018-10-29,625899.0
2018-10-30,434370.0
2018-10-31,197120.82
2018-11-01,53330.0
2018-11-02,124164.0
2018-11-03,104850.0
2018-11-04,61733.0
2018-11-05,42873.0
2018-11-06,63709.0
2018-11-07,50484.0
2018-11-08,103685.0
2018-11-09,56184.0
2018-11-10,149268.0
2018-11-11,247050.0
2018-11-12,98888.0
2018-11-13,168637.0
2018-11-14,458001.0
2018-11-15,577576.0
2018-11-16,249131.0
2018-11-17,307464.0
2018-11-18,152919.0
2018-11-19,552229.0
2018-11-20,274457.0
2018-11-21,459970.0
2018-11-22,186904.0
2018-11-23,278509.65
2018-11-24,105966.0
2018-11-25,733619.0
2018-11-26,493383.0
2018-11-27,330105.0
2018-11-28,84830.63
2018-11-29,168575.38
2018-11-30,211318.0
2018-12-01,378878.76
2018-12-02,310569.71
2018-12-03,181663.0
2018-12-04,118006.0
2018-12-05,211936.0
2018-12-06,404179.8
2018-12-07,311138.0
2018-12-08,125774.0
2018-12-09,187027.0
2018-12-10,401228.0
2018-12-11,301747.0
2018-12-12,77091.0
2018-12-13,40832.89
2018-12-14,163465.51
2018-12-15,137316.0
2018-12-16,153395.0
2018-12-17,163071.0
2018-12-18,273626.0
2018-12-19,280471.0
2018-12-20,170978.0
2018-12-21,122342.68
2018-12-22,116707.0
2018-12-23,54112.0
2018-12-24,301261.0
2018-12-25,251917.29
2018-12-26,311815.1
2018-12-27,378094.0
2018-12-28,144168.0
2018-12-29,160553.32
2018-12-30,160508.0
2018-12-31,202441.0
2019-01-01,218161.0
2019-01-02,220136.0
2019-01-03,190457.0
2019-01-04,98457.84
2019-01-05,171308.23
2019-01-06,89859.0
2019-01-07,107019.0
2019-01-08,50193.0
2019-01-09,107470.0
2019-01-10,261611.0
2019-01-11,115210.0
2019-01-12,304450.0
2019-01-13,331590.05
2019-01-14,121766.0
2019-01-15,103725.0
2019-01-16,100202.97
2019-01-17,96434.89
2019-01-18,213704.0
2019-01-19,120320.45
2019-01-20,174719.0
2019-01-21,229621.77
2019-01-22,127511.0
2019-01-23,73216.0
2019-01-24,118745.0
2019-01-25,62834.0
2019-01-26,108277.0
2019-01-27,94384.0
2019-01-28,111293.0
2019-01-29,77706.56
2019-01-30,73393.0
2019-01-31,145719.65
2019-02-01,101047.17
2019-02-02,93034.83
2019-02-03,102451.8
2019-02-04,134310.05
2019-02-05,124092.0
2019-02-06,204083.09
2019-02-07,156761.81
2019-02-08,348271.01
2019-02-09,244961.0
2019-02-10,220035.0
2019-02-11,413599.0
2019-02-12,686346.0
2019-02-13,697372.0
2019-02-14,650729.0
2019-02-15,780125.0
2019-02-16,366851.8
2019-02-17,533145.0
2019-02-18,530259.0
2019-02-19,907341.6
2019-02-20,614837.0
2019-02-21,526656.75
2019-02-22,776841.0
2019-02-23,1131901.09
2019-02-24,1713651.0
2019-02-25,874106.91
2019-02-26,683083.11
2019-02-27,1247058.96
2019-02-28,447643.0
2019-03-01,786857.01
2019-03-02,587070.0
2019-03-03,504889.12
2019-03-04,1215933.0
2019-03-05,856461.0
2019-03-06,598410.0
2019-03-07,630488.0
2019-03-08,594079.78
2019-03-09,1087653.51
2019-03-10,264392.37
2019-03-11,457325.0
2019-03-12,454412.0
2019-03-13,418243.0
2019-03-14,374843.0
2019-03-15,388935.0
2019-03-16,823756.0
2019-03-17,490260.07
2019-03-18,520863.42
2019-03-19,360328.0
2019-03-20,509188.62
2019-03-21,756837.24
2019-03-22,488648.0
2019-03-23,393448.0
2019-03-24,484838.84
2019-03-25,625405.73
2019-03-26,870387.22
2019-03-27,498667.0
2019-03-28,866847.0
2019-03-29,572791.0
2019-03-30,461701.19
2019-03-31,425789.11
2019-04-01,501800.0
2019-04-02,1280101.58
2019-04-03,2450287.0
2019-04-04,972364.0
2019-04-05,575242.0
2019-04-06,675677.0
2019-04-07,660179.0
2019-04-08,2533942.0
2019-04-09,2433781.0
2019-04-10,1862713.37
2019-04-11,1694314.0
2019-04-12,1247574.66
2019-04-13,621121.4
2019-04-14,1259595.0
2019-04-15,1684569.82
2019-04-16,1644138.0
2019-04-17,1703314.27
2019-04-18,1546021.01
2019-04-19,1157997.0
2019-04-20,629298.0
2019-04-21,1236037.89
2019-04-22,1063485.66
2019-04-23,1609171.0
2019-04-24,1983924.0
2019-04-25,3300291.0
2019-04-26,2625291.0
2019-04-27,996659.52
2019-04-28,663322.75
2019-04-29,870729.0
2019-04-30,1107672.0
2019-05-01,577095.47
2019-05-02,481952.0
2019-05-03,912000.39
2019-05-04,512759.0
2019-05-05,662422.59
2019-05-06,1222498.0
2019-05-07,1423873.0
2019-05-08,1325716.0
2019-05-09,980742.0
2019-05-10,1107956.0
2019-05-11,2734710.0
2019-05-12,2067646.0
2019-05-13,1900359.0
2019-05-14,2608537.09
2019-05-15,5265236.0
2019-05-16,6311317.0
2019-05-17,2314163.0
2019-05-18,1002379.0
2019-05-19,1587077.0
2019-05-20,1474306.0
2019-05-21,1430852.0
2019-05-22,1827011.98
2019-05-23,1819561.0
2019-05-24,2076187.0
2019-05-25,1415172.78
2019-05-26,1415845.87
2019-05-27,1262340.0
2019-05-28,1173395.01
2019-05-29,1881409.0
2019-05-30,2608705.86
2019-05-31,1096163.0
2019-06-01,1361914.0
2019-06-02,1751378.0
2019-06-03,1633414.0
2019-06-04,3380031.0
2019-06-05,1564706.0
2019-06-06,1438815.0
2019-06-07,1575512.0
2019-06-08,509727.0
2019-06-09,676124.0
2019-06-10,1954967.0
2019-06-11,854394.0
2019-06-12,1310332.79
2019-06-13,1413070.0
2019-06-14,2358390.0
2019-06-15,1965495.0
2019-06-16,2983977.0
2019-06-17,1871599.0
2019-06-18,2452045.0
2019-06-19,1026595.64
2019-06-20,1076917.0
2019-06-21,3058388.0
2019-06-22,4381505.0
2019-06-23,2608053.0
2019-06-24,1786502.17
2019-06-25,3744450.0
2019-06-26,6205878.0
2019-06-27,6450778.0
2019-06-28,3538538.0
2019-06-29,3453120.0
2019-06-30,2354260.0
2019-07-01,2015097.67
2019-07-02,2357262.0
2019-07-03,3488322.18
2019-07-04,2066279.0
2019-07-05,1992423.0
2019-07-06,1663202.0
2019-07-07,898152.71
2019-07-08,1185052.0
2019-07-09,3677032.0
2019-07-10,3046860.0
2019-07-11,2166665.0
2019-07-12,1245690.0
2019-07-13,1435020.0
2019-07-14,3393242.17
2019-07-15,4428622.0
2019-07-16,3365397.05
2019-07-17,2418015.0
2019-07-18,1565666.0
2019-07-19,1626444.0
2019-07-20,1582402.0
2019-07-21,691343.0
2019-07-22,1580757.0
2019-07-23,1639232.0
2019-07-24,1192332.0
2019-07-25,1285729.9
2019-07-26,1995164.0
2019-07-27,1124085.81
2019-07-28,704245.0
2019-07-29,945075.0
2019-07-30,1293133.0
2019-07-31,2221286.0
2019-08-01,2124062.0
2019-08-02,2231321.0
2019-08-03,1110724.0
2019-08-04,1034530.0
2019-08-05,3028709.0
2019-08-06,2557536.32
2019-08-07,3075218.0
2019-08-08,900088.0
2019-08-09,2374218.0
2019-08-10,683385.0
2019-08-11,582554.0
2019-08-12,1732026.0
2019-08-13,845178.0
2019-08-14,2327595.26
2019-08-15,3130416.0
2019-08-16,1984384.0
2019-08-17,469724.0
2019-08-18,3338225.0
2019-08-19,1071940.0
2019-08-20,2101254.0
2019-08-21,1650700.0
2019-08-22,2213107.0
2019-08-23,2203941.0
2019-08-24,1409450.0
2019-08-25,2144343.75
2019-08-26,1317177.0
2019-08-27,1054547.0
2019-08-28,2117711.02
2019-08-29,1297153.0
2019-08-30,639932.0
2019-08-31,356465.0
2019-09-01,726083.0
2019-09-02,685894.99
2019-09-03,705863.11
2019-09-04,1271420.93
2019-09-05,3518055.12
2019-09-06,2038136.0
2019-09-07,1706027.0
2019-09-08,768054.44
2019-09-09,898707.0
2019-09-10,734387.0
2019-09-11,757332.85
2019-09-12,470681.0
2019-09-13,707277.0
2019-09-14,717866.4
2019-09-15,523687.0
2019-09-16,1374330.0
2019-09-17,1904032.01
2019-09-18,1717264.0
2019-09-19,1082046.0
2019-09-20,783196.0
2019-09-21,475314.0
2019-09-22,473920.0
2019-09-23,1441353.0
2019-09-24,4035304.28
2019-09-25,1499518.0
2019-09-26,1575803.0
2019-09-27,926050.0
2019-09-28,907816.0
2019-09-29,492576.83
2019-09-30,852053.0
2019-10-01,774662.0
2019-10-02,536539.0
2019-10-03,610124.0
2019-10-04,982493.0
2019-10-05,508359.0
2019-10-06,480821.53
2019-10-07,1021140.0
2019-10-08,613927.0
2019-10-09,1698745.0
2019-10-10,1257805.0
2019-10-11,943760.0
2019-10-12,637271.0
2019-10-13,593976.0
2019-10-14,1160122.0
2019-10-15,1118993.0
2019-10-16,1451669.0
2019-10-17,1283127.0
2019-10-18,1317353.0
2019-10-19,525648.18
2019-10-20,564557.0
2019-10-21,916061.0
2019-10-22,750288.47
2019-10-23,1708015.0
2019-10-24,698246.18
2019-10-25,1892501.0
2019-10-26,2687219.0
2019-10-27,1021528.0
2019-10-28,1313304.0
2019-10-29,955277.0
2019-10-30,721896.0
2019-10-31,1135982.0
2019-11-01,1161013.0
2019-11-02,443854.0
2019-11-03,553045.0
2019-11-04,650964.0
2019-11-05,753027.0
2019-11-06,1033285.25
2019-11-07,1689224.22
2019-11-08,1176546.0
2019-11-09,1192055.0
2019-11-10,1064710.0
2019-11-11,1537951.0
2019-11-12,1000082.0
2019-11-13,1095386.0
2019-11-14,1353482.58
2019-11-15,1639975.0
2019-11-16,514429.0
2019-11-17,1003564.0
2019-11-18,1133269.0
2019-11-19,2652222.0
2019-11-20,2370006.0
2019-11-21,3627540.0
2019-11-22,8137947.07
2019-11-23,2196891.0
2019-11-24,3019173.0
2019-11-25,5660307.0
2019-11-26,1898342.32
2019-11-27,1932541.0
2019-11-28,1748686.0
2019-11-29,2666978.0
2019-11-30,2075280.46
2019-12-01,2283879.8
2019-12-02,3402881.0
2019-12-03,2997584.0
2019-12-04,3636138.61
2019-12-05,3686922.5
2019-12-06,1258005.0
2019-12-07,1282067.0
2019-12-08,1478668.0
2019-12-09,1188805.0
2019-12-10,1954335.12
2019-12-11,2008109.0
2019-12-12,1158396.37
2019-12-13,1041170.0
2019-12-14,1319662.0
2019-12-15,1280579.0
2019-12-16,2274106.0
2019-12-17,4552419.42
2019-12-18,2970122.0
2019-12-19,2481269.0
2019-12-20,1990631.0
2019-12-21,1286672.0
2019-12-22,1259049.0
2019-12-23,1913866.0
2019-12-24,3848578.0
2019-12-25,4810712.65
2019-12-26,1559556.0
2019-12-27,828768.0
2019-12-28,726538.0
2019-12-29,1056803.0
2019-12-30,1072892.0
2019-12-31,1090390.0
2020-01-01,1254757.0
2020-01-02,1572575.0
2020-01-03,1179252.0
2020-01-04,848360.8
2020-01-05,1075980.0
2020-01-06,3153995.0
2020-01-07,1934218.0
2020-01-08,2939025.0
2020-01-09,1902026.0
2020-01-10,1538672.0
2020-01-11,2289111.0
2020-01-12,2025621.0
2020-01-13,1657042.0
2020-01-14,3482018.06
2020-01-15,3580282.46
2020-01-16,2946587.0
2020-01-17,3405448.0
2020-01-18,2778191.0
2020-01-19,2362133.0
2020-01-20,2817262.0
2020-01-21,2237122.54
2020-01-22,2615595.49
2020-01-23,1797761.0
2020-01-24,1964428.0
2020-01-25,1157164.0
2020-01-26,976557.0
2020-01-27,1627174.38
2020-01-28,2469166.0
2020-01-29,2274521.0
2020-01-30,2199369.0
2020-01-31,1846938.0
2020-02-01,1745195.0
2020-02-02,2704250.0
2020-02-03,3810615.0
2020-02-04,2422576.0
2020-02-05,4949628.0
2020-02-06,4267439.0
2020-02-07,3818647.0
2020-02-08,3400197.16
2020-02-09,5052932.0
2020-02-10,4080216.0
2020-02-11,5022329.0
2020-02-12,8573666.0
2020-02-13,6266847.0
2020-02-14,8472489.0
2020-02-15,10258208.0
2020-02-16,6317378.0
2020-02-17,5619872.0
2020-02-18,6869686.0
2020-02-19,9071324.0
2020-02-20,4793902.0
2020-02-21,4237487.0
2020-02-22,3912502.0
2020-02-23,3012271.0
2020-02-24,4351311.0
2020-02-25,5121840.01
2020-02-26,6886490.0
2020-02-27,6743254.0
2020-02-28,5265161.0
2020-02-29,3164324.0
2020-03-01,5002555.0
2020-03-02,3841185.0
2020-03-03,4144772.35
2020-03-04,3751214.0
2020-03-05,3716734.0
2020-03-06,3419149.0
2020-03-07,4295654.0
2020-03-08,7275172.0
2020-03-09,9968286.0
2020-03-10,6505288.0
2020-03-11,6149741.0
2020-03-12,32991588.0
2020-03-13,39750110.0
2020-03-14,8259516.0
2020-03-15,11348113.0
2020-03-16,17051304.0
2020-03-17,6984405.0
2020-03-18,3919650.0
2020-03-19,6685980.0
2020-03-20,7742189.0
2020-03-21,3060826.0
2020-03-22,3432003.0
2020-03-23,3751168.0
2020-03-24,3647704.0
2020-03-25,3134307.0
2020-03-26,2532102.0
2020-03-27,2861673.0
2020-03-28,2847677.0
2020-03-29,1489237.0
2020-03-30,1990968.0
2020-03-31,1745622.0
2020-04-01,1687890.0
2020-04-02,2507261.0
2020-04-03,2172568.0
2020-04-04,1621886.0
2020-04-05,1321291.91
2020-04-06,4832491.46
2020-04-07,5310537.0
2020-04-08,2958180.14
2020-04-09,2242311.87
2020-04-10,3471735.1
2020-04-11,1609718.8
2020-04-12,1981657.0
2020-04-13,2834329.0
2020-04-14,2816955.86
2020-04-15,2565361.0
2020-04-16,7223321.0
2020-04-17,2828962.0
2020-04-18,18676017.0
2020-04-19,5335005.0
2020-04-20,6692505.0
2020-04-21,6712768.0
2020-04-22,12387895.0
2020-04-23,8394273.01
2020-04-24,7102220.0
2020-04-25,7149857.0
2020-04-26,8648814.0
2020-04-27,7822417.0
2020-04-28,6196330.0
2020-04-29,13161299.01
2020-04-30,14115704.0
2020-05-01,7597484.0
2020-05-02,8671406.29
2020-05-03,8072855.0
2020-05-04,13391653.01
2020-05-05,8945351.0
2020-05-06,8536939.0
2020-05-07,7735269.0
2020-05-08,10701427.0
2020-05-09,12448717.0
2020-05-10,16642514.0
2020-05-11,11927693.0
2020-05-12,8188738.0
2020-05-13,9250658.0
2020-05-14,7878558.0
2020-05-15,7590959.0
2020-05-16,7416890.0
2020-05-17,13914893.0
2020-05-18,11629430.0
2020-05-19,13218720.05
2020-05-20,11229832.0
2020-05-21,7521473.0
2020-05-22,6657878.0
2020-05-23,5240014.0
2020-05-24,8345922.0
2020-05-25,3688439.74
2020-05-26,8313501.0
2020-05-27,6063067.0
2020-05-28,5264022.0
2020-05-29,12453335.0
2020-05-30,6869541.0
2020-05-31,6019119.0
2020-06-01,7191987.0
2020-06-02,10831231.0
2020-06-03,6601908.0
2020-06-04,6137124.0
2020-06-05,7082732.0
2020-06-06,7591605.06
2020-06-07,8010739.0
2020-06-08,8110229.0
2020-06-09,14898422.0
2020-06-10,11366142.0
2020-06-11,16042288.42
2020-06-12,8160952.9
2020-06-13,7358711.0
2020-06-14,6575981.0
2020-06-15,14786376.0
2020-06-16,9356075.04
2020-06-17,103470603.91
2020-06-18,59313495.36
2020-06-19,62665941.47
2020-06-20,14732945.02
2020-06-21,21808055.0
2020-06-22,27736103.32
2020-06-23,22823647.0
2020-06-24,26748927.0
2020-06-25,24572864.0
2020-06-26,21657147.0
2020-06-27,22152022.0
2020-06-28,15387725.0
2020-06-29,16875573.0
2020-06-30,16050846.07
2020-07-01,22241622.94
2020-07-02,24837179.0
2020-07-03,22778075.0
2020-07-04,16903532.82
2020-07-05,15483285.58
2020-07-06,19235357.0
2020-07-07,17416758.0
2020-07-08,22244721.0
2020-07-09,23757866.78
2020-07-10,21131109.0
2020-07-11,21669147.0
2020-07-12,30518925.0
2020-07-13,49069415.0
2020-07-14,29265417.0
2020-07-15,31097140.0
2020-07-16,29604748.0
2020-07-17,44544271.91
2020-07-18,46941843.0
2020-07-19,51945506.93
2020-07-20,58979110.04
2020-07-21,58519807.0
2020-07-22,69976083.67
2020-07-23,76389569.0
2020-07-24,79673046.49
2020-07-25,106736609.68
2020-07-26,110070187.0
2020-07-27,143853698.0
2020-07-28,96877574.0
2020-07-29,111169460.0
2020-07-30,131035649.76
2020-07-31,128858279.42
2020-08-01,109630651.0
2020-08-02,96384054.47
2020-08-03,93367247.0
