activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059001903,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,695000.0,75.00000,5.990,-0.686,2,9955.00,NA,3000.00,,509.25,360,NA,NA,2,2,2,2,935000,1,1,3,5,1,NA,146,43,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,2,,,,,10,,,,3539,80.08,129000,92,541,717,63
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059021922,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,745000.0,95.00000,6.875,0.313,2,12063.45,NA,7476.50,,7854.37,360,NA,NA,2,2,2,2,785000,1,1,3,5,1,NA,647,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,25-34,55-64,No,No,2,1,2,,,,,10,,,,4953,45.04,129000,121,1377,1684,29
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059032012,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,71,2,1,1,1,2,2,2,755000.0,60.00000,6.490,-0.162,2,11963.65,NA,8700.00,8700.00,55.25,360,NA,NA,2,2,2,2,1255000,1,1,3,5,1,NA,155,48,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,35-44,9999,No,NA,2,2,1,,,,,10,,,,3591,32.22,129000,144,1053,1125,53
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059110115,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Female,1,0,2,1,1,1,2,2,2,595000.0,65.13700,2.990,NA,2,2332.00,NA,900.00,,,323,NA,NA,2,2,2,2,915000,1,1,3,5,1,NA,185,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,2,24,5,,,2,2,2,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,3555,78.76,129000,98,735,986,51
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059086601,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Joint,1,2,2,2,1,1,2,2,2,735000.0,94.80000,6.000,0.032,2,17346.00,NA,1095.00,,185.90,360,NA,NA,2,2,2,2,765000,1,1,3,5,1,NA,157,49,3,9,2,,,,,2,,,,,2,2,43,,,,,43,44,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,3,,,,,10,,,,8735,92.57,129000,55,638,1620,52
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059042312,NC,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Male,3,0,2,3,1,1,2,2,2,2055000.0,100.00000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,2015000,1,1,3,5,1,NA,524,40,3,9,1,14,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,45-54,No,No,2,1,1,,,,,6,,,,8497,75.49,129000,93,1194,2181,46
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059099306,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,2,1,1,2,2,2,615000.0,81.33700,3.250,NA,2,5135.00,NA,900.00,,84.90,331,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,164,39,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,6060,33,129000,90,750,2160,48
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059011300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,3,1,1,2,2,2,655000.0,88.43400,2.250,NA,2,3634.35,NA,300.00,,,328,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,413,<20%,1,9,2,,,,,14,,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,5510,54.81,129000,99,612,1312,52
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059086902,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,2,2,3,1,1,2,2,2,1125000.0,100.00000,5.625,-0.33,2,30175.34,NA,1095.00,,3157.46,360,NA,NA,2,2,2,2,1105000,1,1,3,5,1,NA,211,50%-60%,3,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,5705,75.3,129000,84,731,1120,47
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059032047,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,3,2,1,1,1,2,2,2,555000.0,87.00000,6.250,0.508,2,6690.73,NA,2225.00,,,360,NA,NA,2,2,2,2,635000,1,1,3,5,1,NA,124,48,1,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,2,2,,,,,10,,,,4545,46.38,129000,106,1088,1023,33
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059062642,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,3,1,1,2,2,2,655000.0,146.70800,2.250,NA,2,4875.72,NA,300.00,,,312,NA,NA,2,2,2,2,885000,1,1,3,5,1,NA,295,>60%,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,2849,16.92,129000,176,1216,1451,49
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059062639,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,2,1,1,2,2,2,395000.0,54.72900,3.000,NA,2,4930.00,NA,1800.00,,,324,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,160,48,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,7917,39.37,129000,137,1900,2225,25
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059042205,NC,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,2,2,3,1,1,2,2,2,1225000.0,98.00000,6.250,-0.256,2,14735.00,NA,12250.00,,12088.00,360,NA,NA,2,2,2,2,1255000,1,1,3,5,1,NA,206,50%-60%,3,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,6571,31.81,129000,142,1646,2339,38
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059062634,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,625000.0,96.09400,5.750,-0.615,2,26440.16,NA,8633.66,7538.66,,360,NA,NA,2,2,2,2,645000,1,1,3,5,1,NA,108,>60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,1,1,,,,,10,,,,5441,38.39,129000,146,1317,1590,30
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059001705,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,545000.0,90.00000,6.750,0.193,2,6674.95,NA,2225.00,,3295.00,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,125,45,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,1,,,,,10,,,,4315,72.07,129000,98,918,1216,46
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059076102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,71,2,1,1,1,2,2,2,735000.0,94.00000,6.875,0.793,2,17129.17,NA,11562.92,,9883.12,360,NA,NA,2,2,2,2,785000,1,1,3,5,1,NA,187,43,1,9,3,,,,,3,,,,,2,2,5,,,,,6,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,,,,,10,,,,8150,76.63,129000,60,172,648,42
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059021802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,435000.0,54.96000,2.990,NA,2,3117.99,NA,900.00,,,308,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,170,48,3,9,2,,,,,2,,,,,2,2,2,24,,,,21,24,,,,2,2,2,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,7826,45.49,129000,133,1669,2231,44
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059110603,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,525000.0,80.00000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,665000,1,1,3,5,1,NA,57,>60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,1,,,,,1,2,,,8556,90.59,129000,51,274,1031,47
2024,549300LYRWPSYPK6S325,11244,CA,06059,06059110003,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,0,2,3,1,1,2,2,2,705000.0,102.94400,2.500,NA,2,5130.09,NA,763.00,,,314,NA,NA,2,2,2,2,775000,1,1,3,5,1,NA,275,50%-60%,2,9,2,,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,3175,46.99,129000,129,610,822,56
2024,549300R7HGHP2I754087,11244,CA,06059,06059063808,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,885000.0,95.00000,6.875,0.338,2,23174.32,NA,17856.32,9035.47,,360,NA,NA,2,2,2,2,925000,1,1,3,5,1,NA,224,41,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,25-34,No,No,2,1,2,,,,,10,,,,5688,82.42,129000,51,374,986,52
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059052513,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,71,2,1,1,2,2,1,2,205000.0,89.97000,9.500,1.360,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1355000,1,1,3,5,1,NA,292,44,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,2,2,2,35-44,25-34,No,No,2,1,6,,,,,10,,,,5801,51.27,129000,125,1141,1580,42
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059063701,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,71,2,1,1,2,2,1,2,385000.0,89.99000,9.750,1.600,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1705000,1,1,3,5,2,NA,540,42,3,10,2,,,,,5,,,,,2,4,2,26,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,5886,84.69,129000,55,245,826,55
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059052430,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,265000.0,89.99000,10.000,1.720,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1345000,1,1,3,5,1,NA,375,42,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,6,,,,,10,,,,15755,67.06,129000,168,3467,4722,11
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059075703,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,475000.0,89.80000,8.750,0.570,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1815000,1,1,3,5,1,NA,618,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,45-54,No,No,2,1,6,,,,,10,,,,4135,36.08,129000,168,1279,1416,58
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059032066,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,205000.0,88.36000,8.750,0.490,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1495000,1,1,3,5,1,NA,410,44,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,1,6,,,,,10,,,,8194,36.28,129000,162,1462,1495,6
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059099240,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,475000.0,79.00000,8.750,0.570,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1575000,1,1,3,5,1,NA,350,42,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,45-54,No,No,2,1,6,,,,,10,,,,5339,31.58,129000,94,1047,1436,49
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059063802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,1,2,2,1,2,245000.0,89.99000,8.750,0.470,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1545000,1,1,3,5,1,NA,693,38,1,10,1,13,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,2934,36.09,129000,117,879,1074,58
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059087602,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,0,2,1,1,2,2,1,2,255000.0,81.07000,8.500,0.280,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1215000,1,1,3,5,1,NA,251,44,9,3,3,,,,,3,,,,,2,2,21,,,,,21,,,,,2,2,2,2,2,2,55-64,25-34,No,No,2,1,6,,,,,10,,,,7807,81.84,129000,77,1026,1434,57
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059063007,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,325000.0,89.99000,8.500,0.350,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1625000,1,1,3,5,1,NA,500,39,1,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,6699,25.05,129000,162,1623,1949,37
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059032062,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,155000.0,31.69000,8.750,0.610,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,4105000,1,1,3,5,1,NA,724,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,6,,,,,10,,,,4806,24.51,129000,183,1178,1243,15
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059099217,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,1,2,2,1,2,205000.0,85.00000,9.750,1.470,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1385000,1,1,3,5,1,NA,335,37,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,2465,27.06,129000,128,834,798,54
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059110006,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,125000.0,83.58000,8.750,0.600,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1465000,1,1,3,5,1,NA,363,42,9,1,1,11,,,,3,,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,3092,40.85,129000,158,906,1001,60
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059032032,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,215000.0,89.90000,8.500,0.400,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1445000,1,1,3,5,1,NA,675,43,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,1,6,,,,,10,,,,2972,32.4,129000,123,744,967,45
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059021817,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,315000.0,89.99000,8.500,0.400,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1555000,1,1,3,5,1,NA,417,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,3506,43.75,129000,100,911,1158,45
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059042205,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,2,235000.0,89.12000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1555000,1,1,3,5,1,NA,363,49,1,10,11,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,1,3,,,6571,31.81,129000,142,1646,2339,38
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059001710,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,1395000.0,90.00000,6.750,-0.024,2,8003.94,NA,950.00,,2268.10,360,NA,120,2,2,2,2,1555000,1,1,3,5,1,NA,380,37,2,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,4728,87.75,129000,163,1202,1414,34
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059099240,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,1,1,2,2,2,1655000.0,85.00000,6.125,-0.061,2,7005.75,NA,1200.00,,28922.02,360,NA,84,2,2,2,2,2235000,1,1,3,5,1,NA,650,42,1,2,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,5339,31.58,129000,94,1047,1436,49
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059099229,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,1,1,2,2,2,1445000.0,90.00000,5.875,-0.210,2,8573.79,NA,1200.00,,,360,NA,60,2,2,2,2,1605000,1,1,3,5,1,NA,615,30%-<36%,1,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,6745,58.92,129000,88,1181,1368,44
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059052520,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,71,2,1,1,1,2,2,2,805000.0,100.00000,6.250,-0.020,2,6647.69,NA,1448.00,248.00,,360,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,325,20%-<30%,2,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,3539,47.47,129000,119,716,1188,36
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059062619,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,2095000.0,80.00000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,2615000,1,1,3,5,1,NA,78,>60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,1,,,,3856,19.06,129000,143,1219,1981,60
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059011402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,1,2,2,1,2,105000.0,62.68000,4.990,-2.920,2,NA,NA,NA,NA,NA,360,NA,6,2,1,2,2,1895000,1,1,3,5,1,NA,338,30%-<36%,15,15,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,2473,42.74,129000,115,808,1006,63
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059001507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,1,1,2,2,2,935000.0,80.00000,5.750,-0.168,2,7206.54,NA,950.00,,1502.72,360,NA,84,2,2,2,2,1175000,1,1,3,5,1,NA,233,41,3,1,2,,,,,2,,,,,2,2,21,,,,,21,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,5399,63.83,129000,103,551,990,45
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059075505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Sex Not Available,1,0,2,1,1,1,2,2,2,1055000.0,87.56600,6.000,-0.281,2,6077.79,NA,1200.00,,40.00,360,NA,NA,2,2,2,2,1205000,1,1,3,5,1,NA,380,20%-<30%,3,2,1,,,,,3,,,,,2,2,25,,,,,6,,,,,2,2,3,3,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,3763,65.11,129000,83,573,926,55
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059086304,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,1,1,2,2,2,895000.0,100.00000,6.250,0.178,2,5517.14,NA,950.00,,748.70,360,NA,NA,2,2,2,2,895000,1,1,3,5,1,NA,273,40,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5009,74.75,129000,75,528,744,41
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059042334,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Race Not Available,Joint,1,0,2,1,1,2,2,1,2,275000.0,84.99000,8.000,0.010,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1235000,1,1,3,5,1,NA,306,36,3,9,2,,,,,1,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,5118,40.45,129000,91,1092,1733,34
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059099238,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,405000.0,89.90000,7.750,0.180,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1355000,1,1,3,5,1,NA,621,38,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,3982,38.15,129000,148,1154,1366,46
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059042332,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,345000.0,76.66000,7.750,0.180,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1495000,1,1,3,5,1,NA,404,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,2,1,6,,,,,10,,,,5197,23.34,129000,179,1863,2345,30
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059099415,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,255000.0,70.00000,9.500,1.960,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,2005000,1,1,3,5,1,NA,390,44,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,5168,32.14,129000,144,1631,1800,47
2024,549300T94GSH3C4U5M59,11244,CA,06059,06059032062,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,2,2,1,2,755000.0,74.12000,7.500,-0.070,2,NA,NA,NA,NA,NA,360,NA,1,2,1,2,2,1705000,1,1,3,5,1,NA,457,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,4806,24.51,129000,183,1178,1243,15
