activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300Q4JBLTKDC7J303,11244,CA,06059,06059001403,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,1,1,2,2,2,645000.0,49.612,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1295000,1,1,3,5,1,NA,250,50%-60%,9,9,2,,,,,2,,,,,3,3,2,21,,,,2,21,,,,3,3,1,2,3,3,45-54,35-44,No,No,1,3,6,,,,,1,,,,3290,52.37,129000,129,1046,1214,57
2024,549300Q4JBLTKDC7J303,11244,CA,06059,06059021827,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,1905000.0,48.718,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,3905000,1,1,3,5,1,NA,406,>60%,9,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,NA,1,3,6,,,,,1,,,,3192,50.75,129000,141,798,890,33
2024,549300ISCZS1R0CJMO47,11244,CA,06059,06059075404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,8,2,1,1,1,2,2,2,685000.0,53.125,6.5,-0.381,2,5533.95,NA,0,,,360,NA,NA,2,2,2,2,1285000,1,1,3,5,1,NA,170,41,3,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,55-64,65-74,No,Yes,1,1,1,,,,,10,,,,6362,76.94,129000,91,1026,1532,48
2024,549300ISCZS1R0CJMO47,11244,CA,06059,06059087106,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,995000.0,95,5.875,-0.054,2,197.75,NA,0,19855,,360,NA,NA,2,2,2,2,1045000,1,1,3,5,1,NA,316,40,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,4793,84.75,129000,43,401,732,55
2024,549300ISCZS1R0CJMO47,11244,CA,06059,06059099247,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,1,1,1,2,2,2,545000.0,80,6.49,0.168,2,1375,NA,875,,,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,153,38,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3142,95.48,129000,63,384,680,46
2024,549300ISCZS1R0CJMO47,11244,CA,06059,06059110102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,8,2,1,1,1,2,2,2,405000.0,45.733,6.575,-0.091,2,2873.75,NA,0,,,360,NA,NA,2,2,2,2,875000,1,1,3,5,1,NA,170,30%-<36%,3,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,5791,75.82,129000,126,1211,1509,50
2024,25490051DLR50J3F0F68,11244,CA,06059,06059088903,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,5,1,1,1,1,2,2,1,795000.0,70,9.95,-4.68,2,NA,NA,NA,NA,NA,24,NA,NA,2,1,1,2,1135000,1,3,3,5,1,NA,NA,NA,3,3,2,,,,,2,,,,,3,3,2,26,,,,2,26,,,,3,3,1,2,3,3,45-54,45-54,No,No,1,2,6,,,,,10,,,,8479,93.81,129000,69,1200,1713,58
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059042332,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,355000.0,25.00000,6.625,-0.130,2,7693.53,NA,2488.00,1393.00,,360,NA,NA,2,2,2,2,1405000,1,1,3,5,1,NA,231,39,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,1,,,,,10,,,,5197,23.34,129000,179,1863,2345,30
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059001202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,2,1,1,1,2,2,2,485000.0,80.00000,6.625,-0.174,2,10333.25,NA,6120.60,5025.60,,360,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,130,30%-<36%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,3766,89.33,129000,76,568,811,55
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059052425,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,1,1,2,2,2,1055000.0,67.34000,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1485000,1,1,3,5,1,NA,444,>60%,4,9,3,,,,,2,,,,,2,2,6,,,,,5,,,,,2,2,2,2,2,2,45-54,55-64,No,No,2,3,6,,,,,1,,,,5915,52.76,129000,91,1242,1736,36
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059076205,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,535000.0,75.00000,6.625,0.204,2,7799.89,NA,4092.64,2997.64,,360,NA,NA,2,2,2,2,715000,1,1,3,5,1,NA,264,20%-<30%,4,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,2,1,1,,,,,10,,,,7297,54.64,129000,98,843,1433,59
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059075607,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,1,2,1,1,1,2,2,2,605000.0,80.00000,7.125,0.179,2,9403.24,NA,3951.00,2856.00,,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,166,39,4,10,2,,,,,5,,,,,2,4,22,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,6484,55.85,129000,142,1400,1827,25
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059063201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,1,2,1,1,1,2,2,2,665000.0,75.00000,6.625,0.244,2,15509.52,NA,9198.50,8143.50,,360,NA,NA,2,2,2,2,895000,1,1,3,5,1,NA,216,30%-<36%,4,9,2,,,,,2,,,,,2,2,5,25,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,4006,28.88,129000,97,668,1253,54
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059099513,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,1,71,2,1,1,1,2,2,2,865000.0,75.00000,6.990,0.326,2,18953.52,NA,11876.25,,8418.00,360,NA,NA,2,2,2,2,1155000,1,1,3,5,1,NA,258,44,4,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,2006,28.07,129000,121,676,822,46
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059088801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,1,3,2,1,1,1,2,2,2,515000.0,80.00000,6.625,0.060,2,11849.00,NA,6682.00,5632.00,,360,NA,NA,2,2,2,2,645000,1,1,3,5,1,NA,141,37,2,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,8252,89.54,129000,56,666,1410,48
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059076201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,1,2,1,1,1,2,2,2,665000.0,80.00000,6.625,-0.252,2,13870.53,NA,7751.00,,346.11,360,NA,NA,2,2,2,2,835000,1,1,3,5,1,NA,160,42,1,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,7167,59.94,129000,131,1813,2463,39
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059062632,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,955000.0,80.00000,6.990,0.444,2,22767.27,NA,16176.27,14781.27,,360,NA,NA,2,2,2,2,1195000,1,1,3,5,1,NA,425,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,4208,21.41,129000,156,1216,1899,51
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059001604,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,425000.0,33.73500,6.375,-0.444,2,7307.33,NA,1095.00,,1453.20,360,NA,NA,2,2,2,2,1245000,1,1,3,5,1,NA,229,20%-<30%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,2,1,1,,,,,10,,,,4284,56.44,129000,137,975,1094,55
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059032049,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,1,2,1,1,1,2,2,2,465000.0,60.00000,6.625,-0.174,2,8155.34,NA,2922.45,1827.45,,360,NA,NA,2,2,2,2,775000,1,1,3,5,1,NA,346,20%-<30%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,2,1,1,,,,,10,,,,9627,42.18,129000,158,2338,2661,24
2024,5493006TY8FGNLX44X28,11244,CA,06059,06059075201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,715000.0,85.00000,6.500,-0.186,2,7221.93,NA,2050.05,955.05,,360,NA,NA,2,2,2,2,835000,1,1,3,5,1,NA,136,49,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,5594,98.43,129000,52,642,1039,64
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059032057,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,315000.0,37.06300,6.990,0.373,2,10838.70,NA,5472.50,3577.50,,360,NA,NA,2,2,2,2,855000,1,1,3,5,1,NA,91,49,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,7641,35.53,129000,163,1601,2118,16
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059075303,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,1145000.0,95.00000,7.875,0.933,2,30352.74,NA,22023.44,20133.44,,360,NA,NA,2,2,2,2,1605000,1,1,3,5,1,NA,384,48,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,3357,54.78,129000,142,999,1104,66
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059032037,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,325000.0,31.68300,7.625,0.694,2,9196.82,NA,3828.20,2003.20,71.00,360,NA,NA,2,2,2,2,1015000,1,1,3,5,1,NA,109,43,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,4939,22.35,129000,139,2288,2710,40
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059042323,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,71,2,1,1,1,2,2,2,505000.0,68.96600,7.375,NA,3,7335.82,NA,1910.00,,715.00,360,NA,NA,2,2,2,2,725000,1,3,3,5,1,NA,465,38,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,4607,20.36,129000,164,1511,2202,38
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059032049,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,71,2,1,1,1,2,2,2,595000.0,68.78600,6.990,0.256,2,19520.80,NA,13810.00,11900.00,,360,NA,NA,2,2,2,2,865000,1,1,3,5,1,NA,137,49,9,2,2,,,,,2,,,,,2,2,2,22,,,,2,22,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,9627,42.18,129000,158,2338,2661,24
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059087403,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Sex Not Available,1,9,2,1,1,2,2,2,2,155000.0,113.40500,0.000,-6.750,2,NA,NA,500.00,,,360,NA,NA,2,2,1,2,815000,1,1,3,5,1,NA,198,30%-<36%,2,9,2,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,25-34,25-34,No,No,1,2,6,,,,,10,,,,3144,92.24,129000,51,253,466,53
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059087403,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Sex Not Available,1,71,2,1,1,1,2,2,2,625000.0,95.00000,6.625,0.158,2,NA,NA,11253.75,,2060.93,360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,198,30%-<36%,2,9,2,,,,,2,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3144,92.24,129000,51,253,466,53
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059110007,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,71,2,1,1,1,2,2,2,875000.0,62.14300,7.125,0.520,2,17808.26,NA,10610.00,8700.00,,360,NA,NA,2,2,2,2,1405000,1,1,3,5,1,NA,236,40,1,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,2,,,,,10,,,,4724,34.14,129000,137,1627,1751,63
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059099310,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,71,2,1,1,1,2,2,2,1085000.0,70.00000,7.500,NA,3,19463.85,NA,10565.50,8571.50,,360,NA,NA,2,2,2,2,1555000,1,3,3,5,1,NA,523,49,3,2,2,,,,,2,,,,,2,2,2,26,,,,2,26,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,4286,31.5,129000,0,768,1465,42
2024,5493000OM9RKJW8W5K82,11244,CA,06059,06059021829,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,71,2,1,1,1,2,2,2,1285000.0,80.00000,6.625,0.012,2,12610.49,NA,3190.00,1280.00,,360,NA,NA,2,2,2,2,1605000,1,1,3,5,1,NA,456,47,1,9,2,,,,,2,,,,,2,2,2,27,,,,26,27,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,5242,45.52,129000,169,1522,1653,34
2024,549300ESNLIWVN3TK065,11244,CA,06059,06059032042,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,1,1,1,1,2,2,2,795000.0,80.00000,6.250,-0.468,2,7192.05,NA,1800.00,,,360,NA,NA,2,2,2,2,995000,1,1,3,5,1,NA,240,30%-<36%,1,1,2,,,,,2,,,,,2,2,2,23,,,,2,26,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,5490,32.77,129000,179,1789,1933,30
2024,WE0I402RW25AU38DTI13,11244,CA,06059,06059021913,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,1,695000.0,75,7.125,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,935000,1,3,3,5,2,NA,1417,30%-<36%,1,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,1,1,2,,,,,10,,,,7702,78.03,129000,94,1182,1948,51
2024,WE0I402RW25AU38DTI13,11244,CA,06059,06059032049,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,1,1,1,2,2,2,725000.0,80,7.875,0.968,3,19707.82,NA,13615,12740,109.95,360,NA,NA,2,2,2,2,915000,1,2,3,5,1,NA,477,30%-<36%,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,2,,,,,10,,,,9627,42.18,129000,158,2338,2661,24
2024,WE0I402RW25AU38DTI13,11244,CA,06059,06059042107,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,705000.0,35,8.750,2.017,2,18357.34,NA,7875,7000,778,372,NA,NA,2,1,2,2,3005000,1,1,3,5,1,NA,406,42,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,2,,,,,10,,,,4001,54.71,129000,86,466,1211,56
2024,WE0I402RW25AU38DTI13,11244,CA,06059,06059075100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,1,1,2,2,2,465000.0,89,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,103,48,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,3,1,,,,,1,9,,,9883,83.2,129000,62,847,1429,65
2024,WE0I402RW25AU38DTI13,11244,CA,06059,06059086802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,1,1155000.0,75,7.125,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1535000,1,3,3,5,4,NA,587,41,9,1,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,1,1,2,,,,,10,,,,5640,82.93,129000,88,682,1172,58
2024,WE0I402RW25AU38DTI13,11244,CA,06059,06059086802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,1,1155000.0,75,7.125,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1535000,1,3,3,5,4,NA,587,41,9,1,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,1,1,2,,,,,10,,,,5640,82.93,129000,88,682,1172,58
2024,WE0I402RW25AU38DTI13,11244,CA,06059,06059032063,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1.0115E7,46.98,7.000,NA,3,NA,NA,NA,NA,NA,234,NA,30,2,1,1,2,21525000,1,3,3,5,50-99,98,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,7128,30.92,129000,157,1964,2250,16
2024,WE0I402RW25AU38DTI13,11244,CA,06059,06059032063,NA,Conventional:First Lien,Multifamily:Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,1.9185E7,46.04,7.000,NA,3,NA,NA,NA,NA,NA,234,NA,30,2,1,1,2,41675000,1,3,3,5,100-149,99,NA,NA,9,10,4,,,,,5,,,,,3,4,7,,,,,8,,,,,3,4,4,5,3,4,8888,9999,NA,NA,1,1,6,,,,,10,,,,7128,30.92,129000,157,1964,2250,16
2024,WE0I402RW25AU38DTI13,11244,CA,06059,06059032049,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,415000.0,45.055,6.500,0.206,2,11773.82,NA,7025,6150,84.95,360,NA,NA,2,2,2,2,915000,1,1,3,5,1,NA,120,43,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,9627,42.18,129000,158,2338,2661,24
2024,KD3XUN7C6T14HNAYLU02,11244,CA,06059,06059062656,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,1,2,2,2,7205000.0,60.607,6.2,0.128,2,14824.20,NA,0.00,,,360,NA,84,2,1,2,2,11885000,1,1,3,5,1,NA,220,>60%,1,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,3449,16.53,129000,202,1065,1733,58
2024,KD3XUN7C6T14HNAYLU02,11244,CA,06059,06059042332,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,2485000.0,70,6.05,-0.183,2,11876.83,NA,0.00,,,360,NA,60,2,1,2,2,3555000,1,1,3,5,1,NA,581,>60%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,5197,23.34,129000,179,1863,2345,30
2024,XC7Z0BA39TU7L1AKOJ12,11244,CA,06059,06059110004,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,1,0,2,1,1,2,2,1,2,205000.0,60,8.5,0.35,2,NA,NA,NA,NA,NA,120,36,1,2,1,1,2,1105000,1,1,3,5,1,NA,193,41,1,9,2,,,,,1,12,,,,2,2,5,,,,,3,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4852,45.65,129000,124,1407,1567,54
2024,JJKC32MCHWDI71265Z06,11244,CA,06059,06059021828,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,1,1,2,2,2,965000.0,100,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,965000,1,1,3,5,1,NA,506,42,2,9,2,,,,,2,,,,,2,2,21,27,,,,27,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,,,,,4,,,,4123,49.82,129000,170,1259,1302,29
2024,JJKC32MCHWDI71265Z06,11244,CA,06059,06059021922,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,3,0,2,1,1,1,2,2,2,485000.0,70.8,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,1489,20%-<30%,2,9,2,,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,1,,,,,4,,,,4953,45.04,129000,121,1377,1684,29
2024,JJKC32MCHWDI71265Z06,11244,CA,06059,06059099404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,655000.0,50,6.8,0.029,2,8439.55,NA,1010,,111.1,360,NA,NA,2,2,2,2,1315000,1,1,3,5,1,NA,204,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,4449,33.33,129000,141,1097,1384,53
2024,JJKC32MCHWDI71265Z06,11244,CA,06059,06059062630,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,1165000.0,89.99,6.99,0.517,2,20166.24,NA,13211.74,12201.74,,360,NA,84,2,2,2,2,1305000,1,1,3,5,1,NA,383,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,1667,39.89,129000,105,447,661,36
2024,JJKC32MCHWDI71265Z06,11244,CA,06059,06059042326,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,1145000.0,86.067,7.1,0.481,2,10286.24,NA,3376.94,2366.94,11.1,360,NA,NA,2,2,2,2,1335000,1,1,3,5,1,NA,286,41,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,2,,,,,10,,,,4520,33.89,129000,135,1207,1557,39
2024,JJKC32MCHWDI71265Z06,11244,CA,06059,06059021817,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,375000.0,59.95,6.875,0.166,2,10692.03,NA,6129.43,3934.43,,360,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,90,48,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,2,1,,,,,10,,,,3506,43.75,129000,100,911,1158,45
