evaluation_scope,asset,label,method,n_rows,label_positive_count,label_positive_rate,average_precision,roc_auc,claim_boundary,top_share,top_n,precision_at_k,recall_at_k,lift_at_k,captured_weak_labels,total_weak_labels
by_asset,BNB,weak_label_3d,transparent_risk_score,1641,14,0.008531383302864107,0.08824875500814965,0.7571779787514269,Asset-level weak-supervision evaluation is descriptive only.,0.2,328,0.024390243902439025,0.5714285714285714,2.8588850174216027,8,14
by_asset,BTC,weak_label_3d,transparent_risk_score,1641,35,0.021328458257160267,0.14104729598230306,0.7532645436755027,Asset-level weak-supervision evaluation is descriptive only.,0.01,16,0.3125,0.14285714285714285,14.651785714285715,5,35
by_asset,BTC,weak_label_3d,transparent_risk_score,1641,35,0.021328458257160267,0.14104729598230306,0.7532645436755027,Asset-level weak-supervision evaluation is descriptive only.,0.05,82,0.13414634146341464,0.3142857142857143,6.289547038327527,11,35
by_asset,BTC,weak_label_3d,transparent_risk_score,1641,35,0.021328458257160267,0.14104729598230306,0.7532645436755027,Asset-level weak-supervision evaluation is descriptive only.,0.1,164,0.10365853658536585,0.4857142857142857,4.8601045296167245,17,35
by_asset,BTC,weak_label_3d,transparent_risk_score,1641,35,0.021328458257160267,0.14104729598230306,0.7532645436755027,Asset-level weak-supervision evaluation is descriptive only.,0.2,328,0.06402439024390244,0.6,3.001829268292683,21,35
by_asset,ETH,weak_label_3d,transparent_risk_score,1641,35,0.021328458257160267,0.12172091268693014,0.723839174524106,Asset-level weak-supervision evaluation is descriptive only.,0.01,16,0.3125,0.14285714285714285,14.651785714285715,5,35
by_asset,ETH,weak_label_3d,transparent_risk_score,1641,35,0.021328458257160267,0.12172091268693014,0.723839174524106,Asset-level weak-supervision evaluation is descriptive only.,0.05,82,0.12195121951219512,0.2857142857142857,5.7177700348432055,10,35
by_asset,ETH,weak_label_3d,transparent_risk_score,1641,35,0.021328458257160267,0.12172091268693014,0.723839174524106,Asset-level weak-supervision evaluation is descriptive only.,0.1,164,0.09146341463414634,0.42857142857142855,4.288327526132404,15,35
by_asset,ETH,weak_label_3d,transparent_risk_score,1641,35,0.021328458257160267,0.12172091268693014,0.723839174524106,Asset-level weak-supervision evaluation is descriptive only.,0.2,328,0.057926829268292686,0.5428571428571428,2.715940766550523,19,35
by_asset,SOL,weak_label_3d,transparent_risk_score,1641,14,0.008531383302864107,0.10684000298444475,0.8351040477653876,Asset-level weak-supervision evaluation is descriptive only.,0.01,16,0.1875,0.21428571428571427,21.977678571428573,3,14
by_asset,SOL,weak_label_3d,transparent_risk_score,1641,14,0.008531383302864107,0.10684000298444475,0.8351040477653876,Asset-level weak-supervision evaluation is descriptive only.,0.05,82,0.06097560975609756,0.35714285714285715,7.147212543554007,5,14
by_asset,SOL,weak_label_3d,transparent_risk_score,1641,14,0.008531383302864107,0.10684000298444475,0.8351040477653876,Asset-level weak-supervision evaluation is descriptive only.,0.1,164,0.036585365853658534,0.42857142857142855,4.288327526132404,6,14
by_asset,SOL,weak_label_3d,transparent_risk_score,1641,14,0.008531383302864107,0.10684000298444475,0.8351040477653876,Asset-level weak-supervision evaluation is descriptive only.,0.2,328,0.027439024390243903,0.6428571428571429,3.216245644599303,9,14
by_asset,USDC,weak_label_3d,transparent_risk_score,1641,14,0.008531383302864107,0.28781879952410877,0.7932654315567653,Asset-level weak-supervision evaluation is descriptive only.,0.01,16,0.25,0.2857142857142857,29.30357142857143,4,14
by_asset,USDC,weak_label_3d,transparent_risk_score,1641,14,0.008531383302864107,0.28781879952410877,0.7932654315567653,Asset-level weak-supervision evaluation is descriptive only.,0.05,82,0.07317073170731707,0.42857142857142855,8.576655052264808,6,14
