change_point_date,method,weak_score_mean_before_7d,weak_score_mean_after_7d,weak_score_delta_after_minus_before,anomaly_score_mean_before_7d,anomaly_score_mean_after_7d,anomaly_score_delta_after_minus_before,abs_return_mean_before_7d,abs_return_mean_after_7d,abs_return_delta_after_minus_before,nearest_event_id,nearest_event_type,days_to_nearest_event,within_14d_of_incident,claim_boundary
2021-03-17,ruptures_pelt_rbf,42.45233742491512,54.94960585435532,12.497268429440197,0.29026601499832105,0.5663109850887339,0.27604497009041284,0.02500440246270341,0.011235723773688647,-0.013768678689014761,E001,stablecoin_depeg,418,False,"Change points are structural-break candidates, not proof that incidents caused the break."
2021-07-20,ruptures_pelt_rbf,45.544208803918536,54.38428178793064,8.840072984012103,0.5776716536706089,0.5818254175527615,0.004153763882152606,0.017937258056958366,0.01963311829455286,0.0016958602375944931,E001,stablecoin_depeg,293,False,"Change points are structural-break candidates, not proof that incidents caused the break."
2024-07-09,ruptures_pelt_rbf,64.53275486219559,42.45233742491512,-22.080417437280467,0.6620776281262047,0.3241366016241963,-0.33794102650200847,0.02571039033274903,0.01376999900365476,-0.011940391329094269,E005,network_stress,116,False,"Change points are structural-break candidates, not proof that incidents caused the break."
